CAMINHO;MACRO;ROBO;HORA
M:\MIS\002_ESTRUTURAS\000_DB_MIS\es_talao_entregue\INSERT_TALAO_ENTREGUE.xlsb;!ATUALIZAR_TUDO;CARGAS;08:52:49
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_20_maiores_cobranca_por_filial\CARGA_20_MAIORES.xlsb;!ATUALIZAR_TUDO;CARGAS;08:41:04
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_acao_af_base\INSERT_ACAO_AF_BASE.xlsb;!ATUALIZAR_TUDO;CARGAS;06:10:18
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_acordos_pagos\CARGA_AP.xlsb;!ATUALIZAR_TUDO;CARGAS;02:28:21
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_acordos_pagos\CARGA_AP.xlsb;!ATUALIZAR_TUDO;JARVIS;02:28:18
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_adesao_parcelamento\ADESAO_PARCELAMENTO.xlsb;!ATUALIZAR_TUDO;CARGAS;08:26:03
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_aprov_contas\INSERT_APROV.xlsb;!ATUALIZAR_TUDO;CARGAS;08:01:12
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_caracteristicas_concentrador\INSERT_CARACTERISTICAS_CONCENTRADOR.xlsb;!ATUALIZAR_TUDO;CARGAS;02:21:27
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_caracteristicas_concentrador\POSICAO_CARACTERISTICAS_CONCENTRADOR.xlsb;!ATUALIZAR_TUDO;CARGAS;00:11:35
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_caracteristicas_concentrador\POSICAO_CARACTERISTICAS_CONCENTRADOR.xlsb;!ATUALIZAR_TUDO;JARVIS;00:11:40
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_carga_verdecob\CARGA_VERDECOB.xlsb;!ATUALIZAR_TUDO;CARGAS;08:24:53
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_cartoes_novos\CARGA_CARTOES.xlsb;!ATUALIZAR_TUDO;CARGAS;05:59:23
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_cartoes_novos\CARGA_CARTOES.xlsb;!ATUALIZAR_TUDO;JARVIS;06:26:46
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_clientes_categoria\INSERT_CLIENTES_CATEGORIA.xlsb;!ATUALIZAR_TUDO;CARGAS;11:57:55
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_complementares_sf\CARGA_COMPLEMENTARES.xlsb;!ATUALIZAR_TUDO;CARGAS;08:01:20
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_contas_credito_suspenso\CARGA_CS.xlsb;!ATUALIZAR_TUDO;CARGAS;09:01:45
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_contas_credito_suspenso\CARGA_CS.xlsb;!ATUALIZAR_TUDO;JARVIS;08:49:52
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_credito_pessoal\INSERT_CREDITO_PESSOAL.xlsb;!ATUALIZAR_TUDO;CARGAS;06:00:18
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_credito_pessoal_canais\INSERT_ST_CREDITO_PESSOAL_CANAIS.xlsb;!ATUALIZAR_TUDO;CARGAS;11:59:06
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_dp_ferias\INSERT_ST_DP_FERIAS.xlsb;!ATUALIZAR_TUDO;CARGAS;03:40:21
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_estoque_talao_graf\INSERT_ESTOQUE_TALAO_GRAF.xlsb;!ATUALIZAR_TUDO;JARVIS;12:19:07
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_garantia\GARANTIA.xlsb;!ATUALIZAR_TUDO;CARGAS;05:10:36
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_imagens_servidor\INSERT_IMAGENS_SERVIDOR.xlsb;!ATUALIZAR_TUDO;CARGAS;06:01:15
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_ligacoes_contact_center\INSERT_LIGACOES_CONTACT_CENTER.xlsb;!ATUALIZAR_TUDO;JARVIS;00:31:16
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_log_ep\INSERT_LOG_EP.xlsb;!ATUALIZAR_TUDO;CARGAS;05:07:21
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_mensageria\CARGA_MENSAGERIA.xlsb;!ATUALIZAR_TUDO;CARGAS;08:12:46
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_mora_e_multa_filial\MORA_E_MULTA_FILIAL.xlsb;!ATUALIZAR_TUDO;CARGAS;05:27:22
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_ocorrencias_assessorias\OCORRENCIAS_ASSESSORIAS.xlsb;!ATUALIZAR_TUDO;CARGAS;05:21:57
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_ocorrencias_verdecob\OCORRENCIAS_VERDECOB.xlsb;!ATUALIZAR_TUDO;CARGAS;04:05:48
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_operacoes_por_cto_vd\CARGA_OD.xlsb;!ATUALIZAR_TUDO;CARGAS;05:07:24
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_pagamentos_verdesys\INSERT_PAGAMENTOS.xlsb;!ATUALIZAR_TUDO;CARGAS;08:24:21
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_plano_controle_vivo\CARGA_VIVO.xlsb;!ATUALIZAR_TUDO;CARGAS;09:28:43
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_produtos_cob\PRODUTOS_COB.xlsb;!ATUALIZAR_TUDO;CARGAS;08:07:34
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_quero_premio\CARGA_QP.xlsb;!ATUALIZAR_TUDO;CARGAS;05:59:38
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_quero_premio\CARGA_QP.xlsb;!ATUALIZAR_TUDO;JARVIS;06:39:50
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_realizado_escola_virtual\REALIZADO_ESCOLA_VITUAL.xlsb;!ATUALIZAR_TUDO;JARVIS;09:57:55
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_respostas_sms\INSERT_RESPOSTAS.xlsb;!ATUALIZAR_TUDO;JARVIS;09:07:41
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_seguro_residencial\CARGA_SR.xlsb;!ATUALIZAR_TUDO;CARGAS;06:00:32
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_sms_carga_avaliacao_app\INSERT_SMS_APP.xlsb;!ATUALIZAR_TUDO;CARGAS;08:01:05
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_sms_carga_sc\INSERT_SMS_CARGA_SC.xlsb;!ATUALIZAR_TUDO;CARGAS;08:11:34
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_sms_carga_sc\INSERT_SMS_CARGA_SC.xlsb;!ATUALIZAR_TUDO;JARVIS;07:41:03
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_sms_nps\SMS_NPS.xlsb;!ATUALIZAR_TUDO;CARGAS;11:54:17
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_spp_mensal\SPP_MENSAL.xlsb;!ATUALIZAR_TUDO;CARGAS;04:23:51
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_talao\INSERT_TALAO.xlsb;!ATUALIZAR_TUDO;CARGAS;02:21:02
M:\MIS\002_ESTRUTURAS\000_DB_MIS\st_talao_estoque\INSERT_TALAO_ESTOQUE.xlsb;!ATUALIZAR_TUDO;CARGAS;03:27:24
M:\MIS\002_ESTRUTURAS\000_DESCOMPACTADOR\OPERACOES_POR_CONTRATO.xlsb;!ATUALIZAR_TUDO;JARVIS;04:14:19
M:\MIS\002_ESTRUTURAS\000_EXTRACAO_LIGACOES_ALTITUDE\EXTRATOR_LIGACOES.xlsb;!ATUALIZAR_TUDO;JARVIS;00:22:50
M:\MIS\002_ESTRUTURAS\000_EXTRACAO_LIGACOES_ALTITUDE\EXTRATOR_LIGACOES_CRM.xlsb;!ATUALIZAR_TUDO;JARVIS;03:38:28
M:\MIS\002_ESTRUTURAS\000_EXTRACAO_LIGACOES_ALTITUDE\QTD_LIG.xlsb;!ATUALIZAR_TUDO;JARVIS;02:08:52
M:\MIS\002_ESTRUTURAS\000_EXTRACAO_REPORTS_CUBO_ALTITUDE\BASE_RECEPTIVA.xlsb;!ATUALIZAR_TUDO;JARVIS;00:11:33
M:\MIS\002_ESTRUTURAS\000_POSICAO_IMAGENS\POSICAO_IMAGENS.xlsb;!ATUALIZAR_TUDO;JARVIS;00:12:36
M:\MIS\002_ESTRUTURAS\000_PRODUCAO\TESTAR_E_MOVER_PRODUCAO.xlsb;!ATUALIZAR_TUDO;JARVIS;06:16:23
M:\MIS\002_ESTRUTURAS\000_QUALIFICACOES_CRM\QUALIFICACOES_CRM.xlsb;!ATUALIZAR_TUDO;JARVIS;00:15:20
M:\MIS\003_CAPTACAO\001_RELATORIOS\D_ACOMPANHAMENTO_ACAO_LIMITE\ACAO_AUMENTO_LIMITE_2020.xlsb;!ATUALIZAR_TUDO;JARVIS;14:57:47
M:\MIS\003_CAPTACAO\001_RELATORIOS\D_ACOMPANHAMENTO_ACAO_LIMITE\ACAO_AUMENTO_LIMITE_AFILIADAS.xlsb;!ATUALIZAR_TUDO;JARVIS;15:02:16
M:\MIS\003_CAPTACAO\001_RELATORIOS\D_ANALISE_CARTOES\CARTOES_CHIP_SAFRA.xlsb;!ATUALIZAR_TUDO;JARVIS;17:44:16
M:\MIS\003_CAPTACAO\001_RELATORIOS\D_ANALISE_TOMBAMENTO\TOMBAMENTO.xlsb;!ATUALIZAR_TUDO;JARVIS;02:07:29
M:\MIS\003_CAPTACAO\001_RELATORIOS\D_APROVACAO_APP\APROVACAO_APP.xlsb;!ATUALIZAR_TUDO;CARGAS;09:56:09
M:\MIS\003_CAPTACAO\001_RELATORIOS\D_SUSPENSAO_CREDITO\CARGA_SC.xlsb;!ATUALIZAR_TUDO;JARVIS;08:50:42
M:\MIS\003_CAPTACAO\001_RELATORIOS\D_SUSPENSAO_CREDITO\SUSPENSAO_CREDITO.xlsb;!ATUALIZAR_TUDO;JARVIS;09:57:53
M:\MIS\003_CAPTACAO\001_RELATORIOS\D_TEMPOS_BIOMETRIA\TEMPOS_BIOMETRIA.xlsb;!ATUALIZAR_TUDO;JARVIS;12:07:40
M:\MIS\003_CAPTACAO\001_RELATORIOS\S_CARTEIRA_GRANDES_CLIENTES\CARTEIRA_GRANDES_CLIENTES.xlsb;!ATUALIZAR_TUDO;JARVIS;14:53:28
M:\MIS\003_CAPTACAO\001_RELATORIOS\S_GESTAO-LIMITES\GESTAO_LIMITES.xlsb;!ATUALIZAR_FRAUDE;JARVIS;11:17:19
M:\MIS\003_CAPTACAO\001_RELATORIOS\S_GESTAO-LIMITES\GESTAO_LIMITES.xlsb;!ATUALIZAR_TUDO;JARVIS;19:50:10
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_ACOMPANHAMENTO_EP\ACOMPANHAMENTO_EP.xlsb;!ATUALIZAR_TUDO;JARVIS;07:48:58
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_ACOMPANHAMENTO_PRODUTOS_COMPLEMENTARES\ACOMPANHAMENTO_PRODUTOS_COMPLEMENTARES.xlsb;!ATUALIZAR_TUDO;JARVIS;06:37:13
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_ACOMPANHAMENTO_PROMOTORES_MULTICRED\PROMOTORES_MULTICRED.xlsb;!ATUALIZAR_TUDO;JARVIS;03:33:41
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_ACOMPANHAMENTO_SUP_EP\ACOMPANHAMENTO_SUP.xlsb;!ATUALIZAR_TUDO;JARVIS;07:23:02
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_ACOMP_CIELO_STONE\ACOMP_CIELO_STONE.xlsb;!ATUALIZAR_TUDO;JARVIS;15:05:05
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_ACOMP_CONVENIADAS_CARTAO_EP\ACOMP_CONVENIADAS.xlsb;!ATUALIZAR_TUDO;JARVIS;08:59:17
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_ANALISE_GC_AR\ANALISE_GC_AR.xlsb;!ATUALIZAR_TUDO;JARVIS;14:46:43
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_ANALISE_MAILING_EP\ANALISE_MAILING_EP.xlsb;!ATUALIZAR_TUDO;JARVIS;11:52:05
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_ANALISE_ROBO_APP_EP\ANALISE_EP_APP.xlsb;!ATUALIZAR_TUDO;JARVIS;05:12:25
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_ANUIDADE\ANUIDADE.xlsb;!ATUALIZAR_TUDO;JARVIS;03:54:25
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_AR_AUTOMATICO\AR_AUTOMATICO.xlsb;!ATUALIZAR_TUDO;JARVIS;12:29:05
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_CARTAO_CAPTURA_APP\CARTAO_CAPTURA.xlsb;!ATUALIZAR_TUDO;JARVIS;11:21:50
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_COMPARATIVO_ESTOQUE\COMPARATIVO_ESTOQUE.xlsb;!ATUALIZAR_TUDO;JARVIS;11:57:39
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_CONVERSAO_EP\CONV_EP.xlsb;!ATUALIZAR_TUDO;JARVIS;11:50:53
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_CREDENCIAMENTOS_MDR\CREDENCIAMENTO_MDR.xlsb;!ATUALIZAR_TUDO;JARVIS;03:48:32
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_FATURA_VS_FATURA_SIMPLIFICADA\FATURA_VS_FATURA_SIMPLIFICADA.xlsb;!ATUALIZAR_TUDO;JARVIS;15:34:57
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_MAILING-EP\MAILING_EP.xlsb;!ATUALIZAR_TUDO;JARVIS;05:11:05
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_MAILING-EP\MAILING_EP_REENVIO.xlsb;!ATUALIZAR_TUDO;JARVIS;14:13:26
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_MAILING_CAPTACAO\MAILING_CAPTACAO.xlsb;!ATUALIZAR_TUDO_CONSULTA;JARVIS;14:10:57
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_MAILING_CAPTACAO\MAILING_CAPTACAO.xlsb;!ATUALIZAR_TUDO_RELATORIO;JARVIS;02:01:06
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_MAILING_CIELO_STONE\MAILING_CIELO_STONE.xlsb;!ATUALIZAR_TUDO;JARVIS;12:16:39
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_MAILING_CIELO_STONE\MAILING_CIELO_STONE.xlsb;!BASE;JARVIS;03:09:07
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_MENSAGERIA\RELATORIO_OFERTA_EP.xlsb;!ATUALIZAR_TUDO;JARVIS;11:49:09
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_MIX_CARTAO_QQ\MIX_CARTAO_QQ.xlsb;!ATUALIZAR_TUDO;JARVIS;08:04:33
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_MONITORA_REDES_MDR\MONITORA_REDES.xlsb;!ATUALIZAR_TUDO;JARVIS;19:16:00
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_MULTICRED_POR_OPERACAO\Vendas_Multicred_por_Operacao.xlsm;!ATUALIZAR_TUDO;JARVIS;07:17:17
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_OFERTE_GANHE\OFERTE_GANHE.xlsb;!ATUALIZAR_BASE;JARVIS;01:11:31
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_OFERTE_GANHE\OFERTE_GANHE.xlsb;!ATUALIZAR_TUDO;JARVIS;11:08:11
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_OFERTE_GANHE\OFERTE_GANHE_ESTOQUE.xlsb;!ATUALIZAR_TUDO;JARVIS;12:25:24
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_OFERTE_GANHE\OFERTE_GANHE_ESTOQUE_BASE.xlsb;!ATUALIZAR_TUDO;JARVIS;12:13:50
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_OFERTE_GANHE_GERENCIAL\OFERTE_GANHE_GERENCIAL.xlsb;!ATUALIZAR_TUDO;JARVIS;10:12:56
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_PREVIAS\PREVIA_ENTREGAS_SF.xlsb;!ATUALIZAR_TUDO;CARGAS;20:57:43
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_PRODUCAO_E_ENTREGA\PRODUCAO_E_ENTREGA.xlsb;!ATUALIZAR_TUDO;CARGAS;20:54:52
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_RELATORIO_DE_CAMPANHAS\CAMPANHAS.xlsb;!ATUALIZAR_TUDO;JARVIS;04:10:06
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_RETORNO_APP_EP\RETORNO_APP_EP.xlsb;!ATUALIZAR_TUDO;JARVIS;23:24:43
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_RETORNO_APP_EP\RETORNO_EP_DIARIO.xlsb;!ATUALIZAR_TUDO;JARVIS;17:25:29
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_SALDO_INSUFICIENTE\SALDO_INSUFICIENTE.xlsb;!ATUALIZAR_TUDO;JARVIS;09:10:04
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_SEMEAR_CARTOES_NOVOS\SEMEAR.xlsb;!ATUALIZAR_TUDO;CARGAS;09:12:23
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_VENDAS_TEF\VENDAS_TEF_AFILIADAS.xlsb;!ATUALIZAR_TUDO;JARVIS;02:32:05
M:\MIS\004_COMERCIAL\001_RELATORIOS\D_VENDEX_MULTICRED\VENDEX_MDR.xlsb;!ATUALIZAR_TUDO;JARVIS;00:16:34
M:\MIS\004_COMERCIAL\001_RELATORIOS\M_CONVERSAO_GARANTIA_SPP\CONVERSAO_GARANTIA_SPP.xlsb;!ATUALIZAR_TUDO;JARVIS;08:09:11
M:\MIS\004_COMERCIAL\001_RELATORIOS\M_SMS_NPS\SMS_NPS.xlsb;!ATUALIZAR_TUDO;JARVIS;13:53:53
M:\MIS\004_COMERCIAL\001_RELATORIOS\S_CLIENTES_CATEGORIA\CLIENTES_CATEGORIA.xlsb;!ATUALIZAR_TUDO;JARVIS;12:23:33
M:\MIS\004_COMERCIAL\001_RELATORIOS\S_LOG_EP\SIMULACOES_EP.xlsb;!ATUALIZAR_TUDO;JARVIS;06:51:19
M:\MIS\004_COMERCIAL\001_RELATORIOS\S_PRODUTOS_SF\PRODUTOS_SF.xlsb;!ATUALIZAR_TUDO;JARVIS;07:43:30
M:\MIS\004_COMERCIAL\001_RELATORIOS\S_SMS_ATIVACAO\SMS_ATIVACAO.xlsb;!ATUALIZAR_TUDO;JARVIS;13:58:40
M:\MIS\004_COMERCIAL\001_RELATORIOS\S_USO_APP_POR_FILIAL\INSTALACAO_APP_POR_FILIAL.xlsb;!ATUALIZAR_TUDO;JARVIS;09:44:44
M:\MIS\005_COBRANCA\001_RELATORIOS\D_20_MAIORES\20_MAIORES.xlsb;!ATUALIZAR_TUDO;JARVIS;08:29:14
M:\MIS\005_COBRANCA\001_RELATORIOS\D_ACOMPANHAMENTO_BOLETAGEM\ACOMPANHAMENTO_BOLETAGEM.xlsb;!ATUALIZAR_TUDO;JARVIS;04:25:37
M:\MIS\005_COBRANCA\001_RELATORIOS\D_ACOMPANHAMENTO_BOLETAGEM_COMPLETO\GESTAO_BOLETAGEM.xlsb;!ATUALIZAR_TUDO;JARVIS;03:31:35
M:\MIS\005_COBRANCA\001_RELATORIOS\D_ACOMPANHAMENTO_PRODUTOS\ACOMPANHAMENTO_PRODUTOS.xlsb;!ATUALIZAR_TUDO;CARGAS;08:35:30
M:\MIS\005_COBRANCA\001_RELATORIOS\D_ACOMPANHAMENTO_PRODUTOS\BASE_MORA_E_MULTA.xlsb;!ATUALIZAR_TUDO;JARVIS;05:21:27
M:\MIS\005_COBRANCA\001_RELATORIOS\D_ACOMPANHAMENTO_RN\ACOMPANHAMENTO_RN.xlsb;!ATUALIZAR_TUDO;JARVIS;07:38:37
M:\MIS\005_COBRANCA\001_RELATORIOS\D_ACORDOS_VERDECOB\ACORDOS_VERDECOB.xlsb;!ATUALIZAR_TUDO;JARVIS;02:23:00
M:\MIS\005_COBRANCA\001_RELATORIOS\D_BATIMENTO_CARGA\BATIMENTO_CARGA.xlsm;!ATUALIZAR_TUDO;JARVIS;13:31:58
M:\MIS\005_COBRANCA\001_RELATORIOS\D_CARGA_RN_PORTAL\CARGA_RN_PORTAL.xlsb;!ATUALIZAR_TUDO;JARVIS;07:48:23
M:\MIS\005_COBRANCA\001_RELATORIOS\D_CONTROLE_NOVA_REGUA\CONTROLE_REGUA_RN.xlsb;!ATUALIZAR_TUDO;JARVIS;09:17:21
M:\MIS\005_COBRANCA\001_RELATORIOS\D_CONTROLE_NOVA_REGUA\NEGATIVACOES.xlsb;!ATUALIZAR_TUDO;JARVIS;11:05:12
M:\MIS\005_COBRANCA\001_RELATORIOS\D_FATURAS\FATURAS_POR_EMAIL.xlsb;!ATUALIZAR_TUDO;JARVIS;01:09:21
M:\MIS\005_COBRANCA\001_RELATORIOS\D_GIRO_OPERACAO_INTERNA\GIRO_OPERACAO_INTERNA.xlsb;!ATUALIZAR_TUDO;JARVIS;07:22:07
M:\MIS\005_COBRANCA\001_RELATORIOS\D_MAILINGS_COBRANCA\LOGVERDECOB.xlsb;!ATUALIZAR_TUDO;JARVIS;04:02:49
M:\MIS\005_COBRANCA\001_RELATORIOS\D_MAILINGS_COBRANCA\MAILING_COBRANCA_FASE_1.xlsb;!ATUALIZAR_TUDO;JARVIS;05:42:19
M:\MIS\005_COBRANCA\001_RELATORIOS\D_MAILINGS_COBRANCA\MAILING_COBRANCA_FASE_2.xlsb;!ATUALIZAR_TUDO;JARVIS;05:53:09
M:\MIS\005_COBRANCA\001_RELATORIOS\D_MAILINGS_COBRANCA\MAILING_COBRANCA_PREVENTIVO.xlsb;!ATUALIZAR_TUDO;JARVIS;06:06:47
M:\MIS\005_COBRANCA\001_RELATORIOS\D_MAILING_COLCHACO\MAILING_COLCHACO.xlsb;!ATUALIZAR_TUDO;JARVIS;06:00:45
M:\MIS\005_COBRANCA\001_RELATORIOS\D_MIFA_E_OVER\RELATORIO_MIFA_E_OVER.xlsm;!ATUALIZAR_TUDO;JARVIS;05:09:30
M:\MIS\005_COBRANCA\001_RELATORIOS\D_MIFA_E_OVER\ROTINA_OVER.xlsb;!ATUALIZAR_TUDO;JARVIS;03:44:50
M:\MIS\005_COBRANCA\001_RELATORIOS\D_MORA_E_MULTA\Mora_e_Multa.xlsm;!ATUALIZAR_TUDO;JARVIS;11:54:24
M:\MIS\005_COBRANCA\001_RELATORIOS\D_OCORRENCIAS_FILIAIS\RODAR_OCORRENCIAS.xlsb;!ATUALIZAR_TUDO;CARGAS;05:22:56
M:\MIS\005_COBRANCA\001_RELATORIOS\D_OCORRENCIAS_OPERACAO_INTERNA\OCORRENCIAS_OPERACAO_INTERNA.xlsb;!ATUALIZAR_TUDO;JARVIS;11:32:47
M:\MIS\005_COBRANCA\001_RELATORIOS\D_OFERTAS_PARCELAMENTO\OFERTAS_PARCELAMENTO.xlsb;!ATUALIZAR_TUDO;JARVIS;06:39:18
M:\MIS\005_COBRANCA\001_RELATORIOS\D_PAGAMENTOS_INTERNOS\PAGAMENTOS_OPERACAO_INTERNA.xlsb;!ATUALIZAR_TUDO;JARVIS;12:09:56
M:\MIS\005_COBRANCA\001_RELATORIOS\D_PAGAMENTOS_INTERNOS\PAGAMENTOS_OPERACAO_INTERNA.xlsb;!ATUALIZAR_TUDO_RECEPTIVO;JARVIS;15:08:52
M:\MIS\005_COBRANCA\001_RELATORIOS\D_PERFORMANCE_ASSESSORIAS\PERFORMANCE_ASSESSORIAS.xlsb;!ATUALIZAR_TUDO;JARVIS;12:34:46
M:\MIS\005_COBRANCA\001_RELATORIOS\D_PERFORMANCE_ASSESSORIAS\PERFORMANCE_ASSESSORIAS.xlsb;!QUERIES_COBRANCA;JARVIS;01:07:31
M:\MIS\005_COBRANCA\001_RELATORIOS\D_PILOTO_FATURA_EMAIL\PILOTO_FATURAS_CTOS.xlsb;!ATUALIZAR_TUDO;JARVIS;22:00:51
M:\MIS\005_COBRANCA\001_RELATORIOS\D_PRODUTOS_COBRANCA\PRODUTOS_COBRANCA.xlsb;!ATUALIZAR_TUDO;CARGAS;09:24:44
M:\MIS\005_COBRANCA\001_RELATORIOS\D_QUERIES_MAILING_COBRANCA\QUERIES_MAILING.xlsb;!ATUALIZAR_TUDO;JARVIS;04:24:48
M:\MIS\005_COBRANCA\001_RELATORIOS\D_RN_AUTOMATICA\EFETIVIDADE_RN_AUTOMATICA.xlsb;!ATUALIZAR_TUDO;JARVIS;12:40:01
M:\MIS\005_COBRANCA\001_RELATORIOS\D_SMS_SC\BLOQUEIO_SUSPENSAO.xlsb;!ATUALIZAR_TUDO;JARVIS;07:36:10
M:\MIS\005_COBRANCA\001_RELATORIOS\D_SPC_SERASA\ACOMPANHAMENTO_SPC_SERASA.xlsb;!ATUALIZAR_TUDO;JARVIS;04:33:57
M:\MIS\005_COBRANCA\001_RELATORIOS\D_TAREFAS_VERDECOB\TAREFAS_VERDECOB.xlsb;!ATUALIZAR_TUDO;JARVIS;07:03:53
M:\MIS\005_COBRANCA\001_RELATORIOS\D_VALIDACAO_FATURAS\VALIDACAO_FATURAS.xlsb;!ATUALIZAR_TUDO;JARVIS;10:24:28
M:\MIS\005_COBRANCA\001_RELATORIOS\S_ACOMPANHAMENTO_CEDO\ACOMPANHAMENTO_CEDO.xlsb;!ATUALIZAR_TUDO;JARVIS;18:08:26
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_ACOMP_GESTOR_CONTATOS\ACOMP_GESTOR_CONTATOS.xlsb;!ATUALIZAR_TUDO;JARVIS;10:01:53
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_API_BEKYOU_ATIVOS\API_BEKYOU_ATIVOS.xlsb;!ATUALIZAR_TUDO;JARVIS;06:17:29
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_APP_VERDECARD\APP_VERDECARD.xlsb;!ATUALIZAR_TUDO;JARVIS;14:34:12
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_AVISO_APP\AVISO_APP.xlsb;!ATUALIZAR_BASE;JARVIS;16:15:10
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_CLIQQ\CLIQQ.xlsb;!ATUALIZAR_BASE;JARVIS;01:10:56
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_CLIQQ\CLIQQ.xlsb;!ATUALIZAR_TUDO;JARVIS;08:25:01
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_CLIQQ\CLIQQ.xlsb;!REPORT_IMAGENS;JARVIS;08:54:16
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_COBRANCA_RECEPTIVA\COBRANCA_RECEPTIVA.xlsb;!ATUALIZAR_TUDO;JARVIS;17:27:54
M:\MIS\006_ADMINISTRACAO\001_RELATORIOS\D_DASHBOARD_GERENCIAL\GERAR_BASES_DASH.xlsb;!ATUALIZAR_TUDO;JARVIS;22:49:34
